strategy,techns,salary,cost,revenue,proposal,assigned,worker,companies,clients,alltechns,stations
HARD,33,46.0,4554.0,3981.3,261,150,297,11,120,1135,6
EASY,193,46.0,26634.0,0.0,933,0,1737,11,120,1135,6
HARD,33,46.0,4554.0,0.0,261,0,297,11,120,1135,6
EASY,193,46.0,26634.0,4723.8,933,189,1737,11,120,1135,6
EASY,117,31.0,21762.0,5401.6,2041,213,2106,8,234,961,9
EASY,117,31.0,21762.0,7398.7,2041,299,2106,8,234,961,9
EASY,117,31.0,21762.0,8982.6,2041,365,2106,8,234,961,9
HARD,143,31.0,26598.0,25554.2,2529,979,2574,8,234,961,9
EASY,141,31.0,26226.0,22351.0,2401,917,2538,8,234,961,9
HARD,143,31.0,26598.0,25865.8,2529,996,2574,8,234,961,9
HARD,143,31.0,26598.0,13218.3,2529,489,2574,8,234,961,9
HARD,40,31.0,7440.0,3485.9,540,126,720,8,234,961,9
EASY,129,15.0,9675.0,5031.0,1764,195,1935,9,156,1113,6
HARD,60,15.0,4500.0,5470.1,876,207,900,9,156,1113,6
EASY,129,15.0,9675.0,523.1,1764,20,1935,9,156,1113,6
EASY,123,15.0,9225.0,334.6,1710,14,1845,9,156,1113,6
HARD,161,15.0,12075.0,14711.0,2129,590,2415,9,156,1113,6
HARD,161,15.0,12075.0,9611.9,2129,400,2415,9,156,1113,6
HARD,161,15.0,12075.0,14650.3,2129,572,2415,9,156,1113,6
HARD,60,15.0,4500.0,7011.4,876,255,900,9,156,1113,6
EASY,129,15.0,9675.0,712.5,1764,30,1935,9,156,1113,6
EASY,195,28.0,98280.0,3594.0,2430,135,10530,11,45,1467,5
HARD,107,28.0,53928.0,6216.0,2425,255,5778,11,45,1467,5
EASY,195,28.0,98280.0,1465.2,2430,54,10530,11,45,1467,5
EASY,51,28.0,25704.0,1213.0,2124,45,2754,11,45,1467,5
HARD,153,28.0,77112.0,9709.1,2430,408,8262,11,45,1467,5
HARD,153,28.0,77112.0,14172.4,2430,594,8262,11,45,1467,5
HARD,107,28.0,53928.0,5573.3,2425,220,5778,11,45,1467,5
HARD,153,28.0,77112.0,5030.5,2430,202,8262,11,45,1467,5
EASY,51,28.0,25704.0,2648.9,2124,99,2754,11,45,1467,5
HARD,107,28.0,53928.0,6676.7,2425,274,5778,11,45,1467,5
EASY,195,28.0,98280.0,3837.3,2430,144,10530,11,45,1467,5
HARD,128,24.0,21504.0,2225.1,660,88,2688,8,30,1136,5
EASY,162,24.0,27216.0,812.5,660,30,3402,8,30,1136,5
EASY,145,24.0,24360.0,1281.1,660,48,3045,8,30,1136,5
HARD,150,24.0,25200.0,2045.2,660,87,3150,8,30,1136,5
HARD,128,24.0,21504.0,3568.8,660,145,2688,8,30,1136,5
EASY,145,24.0,24360.0,2567.6,660,99,3045,8,30,1136,5
HARD,150,24.0,25200.0,1997.9,660,77,3150,8,30,1136,5
HARD,128,24.0,21504.0,2169.8,660,86,2688,8,30,1136,5
HARD,62,19.0,3534.0,2192.0,258,88,558,8,24,530,4
EASY,63,19.0,3591.0,500.5,258,18,567,8,24,530,4
HARD,106,19.0,6042.0,0.0,258,0,954,8,24,530,4
EASY,56,19.0,3192.0,0.0,258,0,504,8,24,530,4
EASY,56,19.0,3192.0,0.0,258,0,504,8,24,530,4
HARD,62,19.0,3534.0,0.0,258,0,558,8,24,530,4
EASY,63,19.0,3591.0,2559.0,258,95,567,8,24,530,4
HARD,62,19.0,3534.0,1448.5,258,57,558,8,24,530,4
HARD,118,35.0,28910.0,11535.2,2457,426,2478,10,216,1260,9
HARD,148,35.0,36260.0,16353.1,3096,641,3108,10,216,1260,9
HARD,148,35.0,36260.0,23268.1,3096,913,3108,10,216,1260,9
EASY,81,35.0,19845.0,10453.6,1660,440,1701,10,216,1260,9
HARD,118,35.0,28910.0,8608.0,2457,339,2478,10,216,1260,9
EASY,81,35.0,19845.0,6946.9,1660,291,1701,10,216,1260,9
EASY,150,35.0,36750.0,5805.1,3016,229,3150,10,216,1260,9
HARD,118,35.0,28910.0,12776.8,2457,477,2478,10,216,1260,9
HARD,148,35.0,36260.0,12005.0,3096,496,3108,10,216,1260,9
EASY,150,35.0,36750.0,5091.9,3016,204,3150,10,216,1260,9
HARD,139,26.0,54210.0,1494.5,1124,58,6255,7,25,953,5
EASY,120,26.0,46800.0,2082.9,1124,86,5400,7,25,953,5
HARD,139,26.0,54210.0,7498.6,1124,305,6255,7,25,953,5
EASY,120,26.0,46800.0,6901.9,1124,269,5400,7,25,953,5
EASY,120,26.0,46800.0,2348.8,1124,94,5400,7,25,953,5
EASY,131,26.0,51090.0,5743.8,1124,226,5895,7,25,953,5
HARD,184,26.0,71760.0,2181.5,1124,86,8280,7,25,953,5
EASY,100,23.0,16100.0,7403.0,1975,286,2100,10,150,1394,6
HARD,174,23.0,28014.0,19909.1,2988,783,3654,10,150,1394,6
HARD,186,23.0,29946.0,17530.8,3025,700,3906,10,150,1394,6
EASY,100,23.0,16100.0,0.0,1975,0,2100,10,150,1394,6
EASY,100,23.0,16100.0,0.0,1975,0,2100,10,150,1394,6
HARD,186,23.0,29946.0,9384.1,3025,377,3906,10,150,1394,6
HARD,174,23.0,28014.0,14567.0,2988,575,3654,10,150,1394,6
EASY,100,23.0,16100.0,72.3,1975,3,2100,10,150,1394,6
HARD,174,23.0,28014.0,8547.4,2988,346,3654,10,150,1394,6
EASY,100,23.0,16100.0,0.0,1975,0,2100,10,150,1394,6
HARD,91,20.0,27300.0,12251.7,4031,466,4095,9,140,804,7
HARD,116,20.0,34800.0,19699.6,5028,781,5220,9,140,804,7
HARD,116,20.0,34800.0,25483.5,5028,1025,5220,9,140,804,7
EASY,53,20.0,15900.0,17258.2,2310,728,2385,9,140,804,7
EASY,65,20.0,19500.0,13856.8,2802,579,2925,9,140,804,7
HARD,91,20.0,27300.0,21945.5,4031,877,4095,9,140,804,7
HARD,116,20.0,34800.0,13558.4,5028,514,5220,9,140,804,7
EASY,65,20.0,19500.0,3941.4,2802,155,2925,9,140,804,7
HARD,91,20.0,27300.0,30758.2,4031,1221,4095,9,140,804,7
EASY,56,21.0,21168.0,4115.0,2956,163,3024,8,138,842,6
HARD,128,21.0,48384.0,22297.6,6605,886,6912,8,138,842,6
EASY,56,21.0,21168.0,10758.4,2956,461,3024,8,138,842,6
HARD,128,21.0,48384.0,61283.4,6605,2438,6912,8,138,842,6
HARD,185,21.0,69930.0,64521.0,7616,2583,9990,8,138,842,6
EASY,56,21.0,21168.0,8832.8,2956,377,3024,8,138,842,6
HARD,128,21.0,48384.0,13334.8,6605,523,6912,8,138,842,6
EASY,105,21.0,39690.0,5635.8,5312,236,5670,8,138,842,6
HARD,46,45.0,24840.0,4983.0,1627,189,1656,8,88,661,4
HARD,182,45.0,98280.0,18783.5,3026,746,6552,8,88,661,4
EASY,101,45.0,54540.0,14706.3,2873,606,3636,8,88,661,4
EASY,29,45.0,15660.0,7882.5,1020,336,1044,8,88,661,4
HARD,46,45.0,24840.0,12016.6,1627,465,1656,8,88,661,4
EASY,29,45.0,15660.0,4368.0,1020,185,1044,8,88,661,4
HARD,182,45.0,98280.0,7969.0,3026,295,6552,8,88,661,4
HARD,46,45.0,24840.0,5259.2,1627,204,1656,8,88,661,4
EASY,25,21.0,8925.0,1875.0,1275,75,1275,7,144,834,6
HARD,187,21.0,66759.0,14435.6,7278,570,9537,7,144,834,6
EASY,76,21.0,27132.0,6063.8,3770,259,3876,7,144,834,6
HARD,187,21.0,66759.0,57653.5,7278,2324,9537,7,144,834,6
HARD,167,21.0,59619.0,21363.7,7106,843,8517,7,144,834,6
HARD,167,21.0,59619.0,81494.6,7106,3296,8517,7,144,834,6
EASY,25,21.0,8925.0,1875.0,1275,75,1275,7,144,834,6
EASY,123,29.0,35670.0,9103.0,3389,346,3690,7,145,887,5
HARD,87,29.0,25230.0,11729.2,2601,450,2610,7,145,887,5
EASY,157,29.0,45530.0,8578.1,4016,363,4710,7,145,887,5
HARD,120,29.0,34800.0,41524.4,3510,1657,3600,7,145,887,5
HARD,120,29.0,34800.0,23718.7,3510,934,3600,7,145,887,5
EASY,123,29.0,35670.0,6751.9,3389,285,3690,7,145,887,5
EASY,157,29.0,45530.0,4472.8,4016,170,4710,7,145,887,5
HARD,176,23.0,16192.0,4018.5,398,151,2112,10,30,595,5
EASY,45,23.0,4140.0,1046.6,344,39,540,10,30,595,5
EASY,23,23.0,2116.0,0.0,218,0,276,10,30,595,5
HARD,28,23.0,2576.0,74.7,279,3,336,10,30,595,5
EASY,45,23.0,4140.0,494.7,344,18,540,10,30,595,5
HARD,28,23.0,2576.0,0.0,279,0,336,10,30,595,5
HARD,176,23.0,16192.0,3760.5,398,151,2112,10,30,595,5
EASY,23,23.0,2116.0,540.0,218,21,276,10,30,595,5
EASY,23,23.0,2116.0,0.0,218,0,276,10,30,595,5
HARD,28,23.0,2576.0,390.0,279,15,336,10,30,595,5
EASY,186,35.0,45570.0,4539.0,1977,173,3906,7,91,908,7
EASY,186,35.0,45570.0,5673.5,1977,227,3906,7,91,908,7
HARD,69,35.0,16905.0,10158.6,1385,403,1449,7,91,908,7
HARD,69,35.0,16905.0,9412.8,1385,370,1449,7,91,908,7
EASY,186,35.0,45570.0,7508.4,1977,297,3906,7,91,908,7
HARD,75,35.0,18375.0,10886.6,1473,436,1575,7,91,908,7
EASY,137,35.0,33565.0,1893.0,1923,71,2877,7,91,908,7
HARD,114,30.0,61560.0,2797.8,1538,108,6156,10,30,1644,6
EASY,165,30.0,89100.0,1201.9,1538,45,8910,10,30,1644,6
EASY,165,30.0,89100.0,2166.2,1538,81,8910,10,30,1644,6
EASY,165,30.0,89100.0,1923.0,1538,72,8910,10,30,1644,6
HARD,197,30.0,106380.0,4602.4,1538,187,10638,10,30,1644,6
HARD,197,30.0,106380.0,10505.5,1538,439,10638,10,30,1644,6
HARD,197,30.0,106380.0,4109.4,1538,166,10638,10,30,1644,6
EASY,165,30.0,89100.0,990.5,1538,37,8910,10,30,1644,6
HARD,114,30.0,61560.0,8228.6,1538,349,6156,10,30,1644,6
EASY,165,30.0,89100.0,1442.3,1538,54,8910,10,30,1644,6
EASY,177,15.0,13275.0,325.4,462,12,2655,10,30,1476,6
HARD,167,15.0,12525.0,3464.4,462,141,2505,10,30,1476,6
HARD,156,15.0,11700.0,2182.0,462,89,2340,10,30,1476,6
HARD,167,15.0,12525.0,0.0,462,0,2505,10,30,1476,6
HARD,167,15.0,12525.0,0.0,462,0,2505,10,30,1476,6
EASY,177,15.0,13275.0,0.0,462,0,2655,10,30,1476,6
EASY,66,15.0,4950.0,1469.7,453,56,990,10,30,1476,6
HARD,156,15.0,11700.0,3149.5,462,122,2340,10,30,1476,6
EASY,66,15.0,4950.0,0.0,453,0,990,10,30,1476,6
EASY,177,15.0,13275.0,1134.4,462,42,2655,10,30,1476,6
EASY,169,15.0,32955.0,3130.0,1945,117,6591,10,48,945,4
EASY,46,15.0,8970.0,0.0,1531,0,1794,10,48,945,4
HARD,52,15.0,10140.0,7209.6,1735,293,2028,10,48,945,4
HARD,52,15.0,10140.0,8119.6,1735,324,2028,10,48,945,4
EASY,46,15.0,8970.0,0.0,1531,0,1794,10,48,945,4
HARD,95,15.0,18525.0,14129.8,1945,583,3705,10,48,945,4
EASY,169,15.0,32955.0,761.0,1945,29,6591,10,48,945,4
HARD,52,15.0,10140.0,7548.2,1735,295,2028,10,48,945,4
EASY,169,15.0,32955.0,0.0,1945,0,6591,10,48,945,4
HARD,95,15.0,18525.0,7536.4,1945,304,3705,10,48,945,4
HARD,173,41.0,35465.0,14798.0,2012,579,2595,8,133,1299,7
EASY,148,41.0,30340.0,750.7,1890,27,2220,8,133,1299,7
HARD,173,41.0,35465.0,17893.3,2012,714,2595,8,133,1299,7
HARD,173,41.0,35465.0,956.7,2012,41,2595,8,133,1299,7
HARD,189,41.0,38745.0,1051.0,2029,45,2835,8,133,1299,7
EASY,148,41.0,30340.0,736.3,1890,27,2220,8,133,1299,7
HARD,189,41.0,38745.0,15375.7,2029,592,2835,8,133,1299,7
EASY,106,41.0,21730.0,250.2,1467,9,1590,8,133,1299,7
HARD,160,37.0,11840.0,5673.5,436,215,960,7,72,842,9
HARD,70,37.0,5180.0,0.0,349,0,420,7,72,842,9
EASY,70,37.0,5180.0,0.0,334,0,420,7,72,842,9
EASY,111,37.0,8214.0,1001.0,418,36,666,7,72,842,9
HARD,160,37.0,11840.0,0.0,436,0,960,7,72,842,9
EASY,111,37.0,8214.0,250.2,418,9,666,7,72,842,9
HARD,160,37.0,11840.0,4331.0,436,176,960,7,72,842,9
HARD,129,21.0,5418.0,5743.1,552,226,774,7,98,872,7
EASY,122,21.0,5124.0,1051.0,537,38,732,7,98,872,7
EASY,122,21.0,5124.0,469.8,537,18,732,7,98,872,7
HARD,122,21.0,5124.0,427.5,543,18,732,7,98,872,7
EASY,124,21.0,5208.0,0.0,537,0,744,7,98,872,7
EASY,124,21.0,5208.0,0.0,537,0,744,7,98,872,7
HARD,129,21.0,5418.0,7081.0,552,264,774,7,98,872,7
EASY,122,19.0,16226.0,486.0,1174,18,2562,8,56,1063,8
EASY,138,19.0,18354.0,1985.7,1174,72,2898,8,56,1063,8
EASY,122,19.0,16226.0,973.1,1174,36,2562,8,56,1063,8
EASY,138,19.0,18354.0,882.4,1174,33,2898,8,56,1063,8
HARD,137,19.0,18221.0,13603.5,1174,553,2877,8,56,1063,8
EASY,138,19.0,18354.0,1593.8,1174,60,2898,8,56,1063,8
HARD,146,19.0,19418.0,7510.8,1174,298,3066,8,56,1063,8
EASY,122,19.0,16226.0,2743.0,1174,104,2562,8,56,1063,8
HARD,166,34.0,62084.0,3638.9,1002,143,5478,10,30,1605,6
HARD,166,34.0,62084.0,3736.7,1002,152,5478,10,30,1605,6
HARD,162,34.0,60588.0,6559.9,1002,276,5346,10,30,1605,6
EASY,139,34.0,51986.0,791.3,1002,30,4587,10,30,1605,6
EASY,176,34.0,65824.0,323.7,1002,12,5808,10,30,1605,6
EASY,176,34.0,65824.0,1742.7,1002,66,5808,10,30,1605,6
EASY,139,34.0,51986.0,2440.0,1002,90,4587,10,30,1605,6
HARD,166,34.0,62084.0,4241.4,1002,170,5478,10,30,1605,6
EASY,139,34.0,51986.0,950.1,1002,36,4587,10,30,1605,6
EASY,176,34.0,65824.0,734.5,1002,27,5808,10,30,1605,6
EASY,191,49.0,168462.0,4396.0,6231,166,10314,7,114,868,6
EASY,103,49.0,90846.0,13338.0,4986,549,5562,7,114,868,6
HARD,120,49.0,105840.0,36986.6,5685,1474,6480,7,114,868,6
HARD,120,49.0,105840.0,62460.7,5685,2492,6480,7,114,868,6
EASY,103,49.0,90846.0,14279.6,4986,599,5562,7,114,868,6
EASY,103,49.0,90846.0,10708.3,4986,447,5562,7,114,868,6
HARD,128,49.0,112896.0,13533.5,5866,522,6912,7,114,868,6
HARD,97,46.0,71392.0,7615.4,4093,285,4656,9,95,559,5
HARD,97,46.0,71392.0,29838.8,4093,1192,4656,9,95,559,5
EASY,46,46.0,33856.0,2548.9,2135,104,2208,9,95,559,5
HARD,32,46.0,23552.0,16734.8,1503,648,1536,9,95,559,5
EASY,46,46.0,33856.0,11621.8,2135,493,2208,9,95,559,5
EASY,56,46.0,41216.0,10048.5,2571,424,2688,9,95,559,5
HARD,32,46.0,23552.0,3592.3,1503,132,1536,9,95,559,5
HARD,97,46.0,71392.0,17296.9,4093,676,4656,9,95,559,5
EASY,56,46.0,41216.0,11996.5,2571,507,2688,9,95,559,5
EASY,112,44.0,64064.0,7198.0,4161,277,4368,9,168,1299,7
HARD,190,44.0,108680.0,30886.0,6236,1254,7410,9,168,1299,7
HARD,117,44.0,66924.0,15815.2,4459,625,4563,9,168,1299,7
EASY,112,44.0,64064.0,1014.8,4161,41,4368,9,168,1299,7
HARD,117,44.0,66924.0,20285.4,4459,809,4563,9,168,1299,7
HARD,190,44.0,108680.0,55510.3,6236,2276,7410,9,168,1299,7
HARD,190,44.0,108680.0,16106.2,6236,629,7410,9,168,1299,7
HARD,117,44.0,66924.0,14859.0,4459,570,4563,9,168,1299,7
EASY,154,44.0,88088.0,2504.0,5388,107,6006,9,168,1299,7
EASY,132,15.0,33660.0,4117.3,6217,158,6732,11,180,1416,9
EASY,122,15.0,31110.0,3504.7,5809,141,6222,11,180,1416,9
EASY,122,15.0,31110.0,18093.7,5809,763,6222,11,180,1416,9
HARD,130,15.0,33150.0,26784.3,6435,1078,6630,11,180,1416,9
HARD,130,15.0,33150.0,19221.5,6435,748,6630,11,180,1416,9
HARD,130,15.0,33150.0,45185.8,6435,1801,6630,11,180,1416,9
HARD,132,15.0,33660.0,11879.4,6533,445,6732,11,180,1416,9
EASY,132,15.0,33660.0,4285.5,6217,164,6732,11,180,1416,9
HARD,132,15.0,33660.0,53859.3,6533,2148,6732,11,180,1416,9
EASY,132,15.0,33660.0,14704.0,6217,611,6732,11,180,1416,9
EASY,122,15.0,31110.0,18576.9,5809,788,6222,11,180,1416,9
HARD,61,46.0,39284.0,11111.8,2448,420,2562,9,189,1027,9
HARD,61,46.0,39284.0,18218.7,2448,696,2562,9,189,1027,9
HARD,141,46.0,90804.0,54386.4,5798,2131,5922,9,189,1027,9
EASY,145,46.0,93380.0,22642.5,5665,932,6090,9,189,1027,9
EASY,47,46.0,30268.0,2373.0,1963,95,1974,9,189,1027,9
EASY,145,46.0,93380.0,31008.2,5665,1288,6090,9,189,1027,9
HARD,141,46.0,90804.0,17292.2,5798,657,5922,9,189,1027,9
HARD,141,46.0,90804.0,16583.4,5798,624,5922,9,189,1027,9
EASY,145,46.0,93380.0,26771.0,5665,1120,6090,9,189,1027,9
EASY,102,18.0,31212.0,35629.5,5042,1487,5202,8,174,806,6
EASY,102,18.0,31212.0,29013.4,5042,1196,5202,8,174,806,6
HARD,178,18.0,54468.0,49318.1,8175,1897,9078,8,174,806,6
HARD,66,18.0,20196.0,55702.0,3132,2121,3366,8,174,806,6
EASY,39,18.0,11934.0,14661.8,1988,626,1989,8,174,806,6
EASY,102,18.0,31212.0,24730.2,5042,1008,5202,8,174,806,6
EASY,39,18.0,11934.0,1500.0,1988,60,1989,8,174,806,6
HARD,178,18.0,54468.0,13354.9,8175,499,9078,8,174,806,6
EASY,76,20.0,6080.0,5535.0,851,217,912,10,144,1410,9
HARD,170,20.0,13600.0,10571.5,1685,423,2040,10,144,1410,9
HARD,170,20.0,13600.0,6723.5,1685,268,2040,10,144,1410,9
HARD,170,20.0,13600.0,1820.5,1685,76,2040,10,144,1410,9
EASY,186,20.0,14880.0,1554.8,1700,59,2232,10,144,1410,9
EASY,186,20.0,14880.0,492.9,1700,18,2232,10,144,1410,9
HARD,95,20.0,7600.0,12607.1,1095,478,1140,10,144,1410,9
HARD,95,20.0,7600.0,6751.0,1095,249,1140,10,144,1410,9
EASY,186,20.0,14880.0,492.9,1700,18,2232,10,144,1410,9
EASY,76,20.0,6080.0,698.9,851,29,912,10,144,1410,9
EASY,169,23.0,42757.0,3543.7,2421,133,5577,9,78,980,6
HARD,62,23.0,15686.0,8314.5,1884,326,2046,9,78,980,6
HARD,62,23.0,15686.0,12577.0,1884,513,2046,9,78,980,6
HARD,199,23.0,50347.0,24049.3,2430,969,6567,9,78,980,6
EASY,50,23.0,12650.0,564.7,1509,24,1650,9,78,980,6
EASY,50,23.0,12650.0,1540.3,1509,66,1650,9,78,980,6
EASY,169,23.0,42757.0,6097.0,2421,231,5577,9,78,980,6
EASY,169,23.0,42757.0,2870.0,2421,109,5577,9,78,980,6
EASY,50,23.0,12650.0,1376.8,1509,59,1650,9,78,980,6
EASY,100,43.0,21500.0,5269.0,1118,201,1500,7,84,830,6
HARD,184,43.0,39560.0,10207.3,1262,404,2760,7,84,830,6
EASY,119,43.0,25585.0,250.2,1217,9,1785,7,84,830,6
EASY,100,43.0,21500.0,244.0,1118,9,1500,7,84,830,6
EASY,119,43.0,25585.0,247.4,1217,9,1785,7,84,830,6
HARD,184,43.0,39560.0,14382.3,1262,573,2760,7,84,830,6
HARD,24,43.0,5160.0,1580.5,321,57,360,7,84,830,6
EASY,137,33.0,67815.0,9507.8,5553,373,6165,8,168,831,8
HARD,199,33.0,98505.0,24072.8,7029,946,8955,8,168,831,8
HARD,94,33.0,46530.0,17427.5,4185,690,4230,8,168,831,8
HARD,199,33.0,98505.0,87281.9,7029,3536,8955,8,168,831,8
HARD,94,33.0,46530.0,30024.6,4185,1179,4230,8,168,831,8
EASY,36,33.0,17820.0,11966.3,1613,511,1620,8,168,831,8
EASY,36,33.0,17820.0,2375.0,1613,95,1620,8,168,831,8
EASY,36,33.0,17820.0,1325.0,1613,53,1620,8,168,831,8
EASY,176,24.0,80256.0,2727.0,2143,104,10032,7,36,1099,4
EASY,150,24.0,68400.0,2198.3,2143,81,8550,7,36,1099,4
HARD,189,24.0,86184.0,4788.6,2143,189,10773,7,36,1099,4
HARD,189,24.0,86184.0,13212.5,2143,544,10773,7,36,1099,4
HARD,189,24.0,86184.0,9313.4,2143,378,10773,7,36,1099,4
HARD,56,24.0,25536.0,15612.0,2056,649,3192,7,36,1099,4
EASY,150,24.0,68400.0,5325.7,2143,198,8550,7,36,1099,4
HARD,70,48.0,36960.0,5949.4,2286,219,2310,9,119,979,7
HARD,176,48.0,92928.0,18479.3,3845,739,5808,9,119,979,7
HARD,70,48.0,36960.0,11487.9,2286,458,2310,9,119,979,7
HARD,176,48.0,92928.0,28364.3,3845,1171,5808,9,119,979,7
EASY,44,48.0,23232.0,1592.3,1414,68,1452,9,119,979,7
HARD,70,48.0,36960.0,7794.8,2286,316,2310,9,119,979,7
EASY,44,48.0,23232.0,1080.0,1414,43,1452,9,119,979,7
HARD,176,48.0,92928.0,16298.5,3845,635,5808,9,119,979,7
EASY,153,48.0,80784.0,5919.1,3728,232,5049,9,119,979,7
EASY,180,19.0,68400.0,11179.0,8770,421,10800,6,150,816,6
EASY,153,19.0,58140.0,34961.2,8212,1468,9180,6,150,816,6
HARD,136,19.0,51680.0,24025.3,7824,947,8160,6,150,816,6
HARD,136,19.0,51680.0,65507.6,7824,2644,8160,6,150,816,6
HARD,75,19.0,28500.0,18399.7,4475,714,4500,6,150,816,6
HARD,136,19.0,51680.0,70384.4,7824,2846,8160,6,150,816,6
EASY,75,48.0,57600.0,1574.2,3392,62,3600,9,126,753,7
HARD,119,48.0,91392.0,19123.4,5151,745,5712,9,126,753,7
HARD,119,48.0,91392.0,36602.6,5151,1485,5712,9,126,753,7
EASY,64,48.0,49152.0,5929.0,2948,246,3072,9,126,753,7
EASY,75,48.0,57600.0,12312.3,3392,519,3600,9,126,753,7
HARD,59,48.0,45312.0,24313.3,2682,956,2832,9,126,753,7
EASY,64,48.0,49152.0,12358.0,2948,522,3072,9,126,753,7
HARD,119,48.0,91392.0,10405.9,5151,391,5712,9,126,753,7
HARD,59,48.0,45312.0,26064.6,2682,1022,2832,9,126,753,7
EASY,141,38.0,42864.0,9613.9,3276,374,3384,9,234,1110,9
HARD,168,38.0,51072.0,24633.4,3989,951,4032,9,234,1110,9
HARD,84,38.0,25536.0,10610.5,1995,399,2016,9,234,1110,9
EASY,72,38.0,21888.0,13550.6,1714,562,1728,9,234,1110,9
HARD,168,38.0,51072.0,30349.6,3989,1199,4032,9,234,1110,9
HARD,84,38.0,25536.0,5612.1,1995,216,2016,9,234,1110,9
EASY,141,38.0,42864.0,25529.9,3276,1046,3384,9,234,1110,9
HARD,168,38.0,51072.0,18063.7,3989,689,4032,9,234,1110,9
HARD,84,38.0,25536.0,8476.3,1995,327,2016,9,234,1110,9
EASY,109,26.0,39676.0,4095.0,4450,160,4578,8,234,901,9
HARD,76,26.0,27664.0,8213.0,2946,303,3192,8,234,901,9
EASY,155,26.0,56420.0,78538.0,6198,3217,6510,8,234,901,9
EASY,109,26.0,39676.0,37301.7,4450,1528,4578,8,234,901,9
HARD,94,26.0,34216.0,32314.3,3759,1209,3948,8,234,901,9
HARD,94,26.0,34216.0,74476.7,3759,2805,3948,8,234,901,9
EASY,109,26.0,39676.0,4565.0,4450,179,4578,8,234,901,9
EASY,155,26.0,56420.0,11248.7,6198,445,6510,8,234,901,9
EASY,176,30.0,52800.0,10573.0,4350,400,5280,8,150,1056,6
HARD,91,30.0,27300.0,14347.8,2716,565,2730,8,150,1056,6
HARD,91,30.0,27300.0,19452.2,2716,775,2730,8,150,1056,6
EASY,176,30.0,52800.0,5055.5,4350,214,5280,8,150,1056,6
HARD,143,30.0,42900.0,35426.3,3977,1432,4290,8,150,1056,6
EASY,176,30.0,52800.0,6141.3,4350,259,5280,8,150,1056,6
EASY,60,30.0,18000.0,1268.8,1756,52,1800,8,150,1056,6
HARD,143,30.0,42900.0,21835.1,3977,860,4290,8,150,1056,6
EASY,50,50.0,35000.0,3550.0,2068,142,2100,11,154,886,7
EASY,50,50.0,35000.0,13689.7,2068,584,2100,11,154,886,7
HARD,68,50.0,47600.0,15165.8,2826,588,2856,11,154,886,7
EASY,102,50.0,71400.0,23075.6,4030,959,4284,11,154,886,7
EASY,102,50.0,71400.0,11768.1,4030,473,4284,11,154,886,7
HARD,113,50.0,79100.0,38724.1,4600,1521,4746,11,154,886,7
HARD,68,50.0,47600.0,5542.0,2826,201,2856,11,154,886,7
HARD,113,50.0,79100.0,12235.4,4600,464,4746,11,154,886,7
EASY,50,50.0,35000.0,9042.1,2068,384,2100,11,154,886,7
HARD,68,50.0,47600.0,18377.0,2826,711,2856,11,154,886,7
EASY,102,50.0,71400.0,3318.7,4030,133,4284,11,154,886,7
HARD,154,33.0,35574.0,30041.0,3217,1094,3234,4,232,399,8
EASY,70,33.0,16170.0,19236.4,1462,770,1470,4,232,399,8
HARD,133,33.0,30723.0,57487.4,2764,2151,2793,4,232,399,8
EASY,42,33.0,9702.0,19186.1,882,782,882,4,232,399,8
HARD,116,15.0,5220.0,10640.4,1037,390,1044,6,189,515,7
HARD,116,15.0,5220.0,12279.8,1037,462,1044,6,189,515,7
HARD,116,15.0,5220.0,6112.7,1037,240,1044,6,189,515,7
EASY,123,15.0,5535.0,13604.4,1057,547,1107,6,189,515,7
EASY,23,15.0,1035.0,1050.0,207,42,207,6,189,515,7
HARD,21,15.0,945.0,0.0,189,0,189,6,189,515,7
HARD,36,23.0,4140.0,3459.1,522,129,540,10,80,1361,5
EASY,76,23.0,8740.0,490.9,1009,18,1140,10,80,1361,5
HARD,188,23.0,21620.0,10786.0,1201,430,2820,10,80,1361,5
EASY,191,23.0,21965.0,0.0,1201,0,2865,10,80,1361,5
HARD,188,23.0,21620.0,9796.4,1201,399,2820,10,80,1361,5
HARD,188,23.0,21620.0,0.0,1201,0,2820,10,80,1361,5
EASY,191,23.0,21965.0,4530.0,1201,171,2865,10,80,1361,5
EASY,76,23.0,8740.0,1189.7,1009,45,1140,10,80,1361,5
HARD,36,23.0,4140.0,0.0,522,0,540,10,80,1361,5
EASY,191,23.0,21965.0,250.2,1201,9,2865,10,80,1361,5
EASY,192,23.0,52992.0,13189.0,5701,497,6912,5,168,697,8
EASY,174,23.0,48024.0,42807.4,5365,1725,6264,5,168,697,8
EASY,192,23.0,52992.0,52679.0,5701,2129,6912,5,168,697,8
HARD,109,23.0,30084.0,37720.4,3877,1425,3924,5,168,697,8
HARD,30,23.0,8280.0,8635.6,942,321,1080,5,168,697,8
HARD,181,49.0,88690.0,16352.3,4853,615,5430,7,198,728,9
EASY,45,49.0,22050.0,11143.3,1345,471,1350,7,198,728,9
EASY,45,49.0,22050.0,8937.0,1345,376,1350,7,198,728,9
HARD,136,49.0,66640.0,19785.2,3974,757,4080,7,198,728,9
EASY,45,49.0,22050.0,6860.8,1345,288,1350,7,198,728,9
HARD,181,49.0,88690.0,71271.3,4853,2823,5430,7,198,728,9
